thread_count,gsm,tensile_strength,shrinkage_percent,color_fastness,fabric_thickness,defect_count,elongation_percent,moisture_absorption,fabric_type,weave_type,finish_type,production_method,batch_id,roll_number,inspection_time_minutes,warehouse_id,operator_name,inspection_shift,machine_temperature,humidity_level,inspection_notes,fabric_quality
284,171,109.9478696,6.110920958,3,0.447041337,6,29.56011096,4.336424181,silk,twill,dyed,powerloom,305675,226,38.49237875,WH-A,Ramesh,Evening,23.22233262,52.57590471,Approved,High
338,170,86.5463944,0.574064544,5,0.267481145,2,30.29576846,4.341620863,silk,twill,printed,powerloom,569601,3733,26.20570694,WH-C,Ramesh,Evening,33.28610881,61.89259535,Recheck,High
331,274,110.7196655,6.073139724,5,0.82085421,5,26.98490772,13.47343573,wool,satin,dyed,powerloom,438827,632,25.25740181,WH-B,Ramesh,Evening,39.35088779,75.1538549,Minor issue,High
131,210,80.66601616,7.775763892,2,0.557574102,10,25.98803766,11.70716038,silk,twill,printed,powerloom,181742,3867,47.48403787,WH-A,Ramesh,Morning,40.32591223,42.51707967,Looks fine,Low
206,102,95.19303784,7.320190163,5,1.235386064,13,10.89239114,5.361036958,cotton,satin,dyed,powerloom,989410,4273,25.98263555,WH-B,Anita,Night,36.56258875,53.03108514,Minor issue,Low
165,307,110.677503,3.450249722,1,0.438574592,12,12.74355674,6.138940862,wool,twill,dyed,handloom,292856,4778,25.47066862,WH-C,Anita,Evening,34.21592634,45.87719034,Minor issue,Low
176,115,101.2678976,3.786305594,4,1.404014619,14,11.71879689,8.266321959,silk,satin,raw,powerloom,562392,4800,28.50883333,WH-A,Suresh,Night,38.9482244,59.24523461,Minor issue,Low
259,157,62.21027738,5.62867965,4,0.441165422,4,9.86469996,6.08038724,silk,satin,printed,handloom,116426,679,45.06567784,WH-A,Priya,Evening,41.81777928,58.8977323,OK,Medium
235,286,94.75866625,5.903074842,1,1.040236685,13,23.21314868,5.533180446,linen,satin,raw,handloom,807406,2796,48.59014941,WH-A,Anita,Night,38.32346746,68.00715962,Looks fine,Low
157,,40.63759665,5.666461834,2,0.181763304,3,16.13688886,7.79892796,linen,satin,raw,powerloom,877767,1186,21.99572241,WH-B,Priya,Night,27.31713677,59.64176904,Approved,Medium
338,126,48.22295648,0.72600206,1,1.246342473,2,9.973183013,3.390162904,polyester,twill,printed,powerloom,349776,3263,20.52157037,WH-B,Priya,Morning,44.02053907,81.25933924,OK,Medium
131,371,100.9828741,1.921539826,4,0.984039842,11,30.61703994,7.754016304,cotton,satin,printed,handloom,762151,1318,35.23679044,WH-C,Anita,Night,39.06706738,89.19656342,OK,High
348,221,73.01759165,3.415975546,2,0.515476677,9,10.94618117,12.37101104,cotton,satin,printed,powerloom,305755,2781,12.45503421,WH-B,Suresh,Evening,34.53858895,66.17678677,OK,Medium
298,136,57.90880487,9.576171499,4,1.089569362,10,22.78749972,9.751360607,linen,twill,dyed,powerloom,686288,3643,24.37827878,WH-A,Anita,Morning,27.53572578,49.41912667,Approved,Low
129,234,55.67513724,1.367789229,4,0.750248563,12,29.9151078,14.75828662,wool,twill,raw,powerloom,568072,977,47.26439613,WH-A,Anita,Morning,36.21288775,49.57451137,OK,Medium
122,374,110.0134951,,3,1.12970772,8,19.91412451,9.823966399,polyester,plain,raw,powerloom,169736,2453,17.84619434,WH-C,Anita,Morning,21.15001485,38.41433935,Approved,High
192,253,96.96959173,9.015902175,4,1.027715671,0,24.00340803,6.792198276,cotton,satin,raw,handloom,540879,2921,43.70715317,WH-C,Ramesh,Morning,33.47355647,85.5225298,Looks fine,High
230,286,91.22888907,3.261396453,3,0.237525087,10,31.37503518,7.751656752,silk,twill,raw,handloom,920242,156,34.15897377,WH-A,Anita,Night,31.68869542,83.89964131,Recheck,Medium
180,107,119.0166348,6.876949347,4,0.452438285,12,35.88862628,3.151445296,polyester,plain,raw,powerloom,819394,1769,24.68747204,WH-A,John,Morning,41.55388965,87.87541346,OK,Medium
156,368,52.69205242,6.656711205,3,0.916036843,13,19.6418409,9.409164929,,twill,raw,powerloom,879806,2954,41.27157898,WH-B,Ramesh,Evening,41.37159645,31.90402128,Approved,Low
141,298,81.84577296,7.133108996,3,0.164240473,14,39.08794945,8.817420605,cotton,plain,raw,handloom,252496,97,51.10744769,WH-C,John,Night,39.46247415,34.57224924,Approved,Low
149,217,94.97849421,6.177604457,2,0.841790092,2,21.67262894,7.37285708,linen,twill,raw,handloom,832266,2286,23.12339385,WH-B,Priya,Morning,22.37568751,57.12251854,OK,High
226,136,94.10470882,8.104806669,4,0.524741092,0,18.27353092,5.192167683,linen,twill,dyed,handloom,185066,790,29.58936409,WH-C,John,Night,22.27671907,55.94321066,Minor issue,High
282,166,42.13918806,8.700271953,3,0.890378665,2,9.076116046,8.303057777,cotton,twill,raw,handloom,512497,871,50.58431455,WH-B,Anita,Morning,27.80689955,49.21351576,Approved,Medium
321,370,96.19662693,9.32927769,3,1.134361661,4,22.68897551,10.55189612,linen,plain,dyed,powerloom,194077,899,40.0017408,WH-C,Priya,Night,38.42806129,55.88432443,Looks fine,High
195,112,107.8563577,9.998505207,2,0.596113146,6,27.13419255,14.39130419,,twill,raw,handloom,301325,3837,51.23188138,WH-C,Ramesh,Morning,44.28956491,79.32696439,Minor issue,Medium
179,101,104.2761205,6.343870165,4,1.421698103,7,18.7240514,10.17403921,wool,twill,printed,powerloom,697188,4102,47.56581146,WH-B,Ramesh,Morning,40.65186429,67.43058557,Recheck,Medium
97,375,24.64901335,1.737554615,1,1.2880026,12,19.36954002,8.14101027,linen,twill,printed,handloom,279632,2562,45.12264028,WH-A,Priya,Night,38.62363676,57.92302348,OK,Low
163,277,26.64001435,,2,1.260093638,14,10.75408489,8.015818702,cotton,satin,printed,powerloom,495748,4067,21.90315942,WH-A,John,Night,26.12535454,32.26423182,Minor issue,Low
303,365,68.66302189,1.265608837,5,0.63003787,8,25.28337197,13.09953343,wool,plain,printed,powerloom,123371,764,34.4508426,WH-C,Priya,Evening,30.62391421,75.36549833,Recheck,High
247,144,26.31026786,8.114685569,5,0.311063712,4,13.5722719,14.36725572,silk,satin,printed,powerloom,641002,1011,47.22386139,WH-B,Suresh,Night,21.40124213,81.41227915,Looks fine,Medium
336,192,79.36371079,4.255784856,5,0.259360309,11,24.6962133,11.70218157,,twill,printed,handloom,574441,1393,58.32182348,WH-C,Suresh,Morning,44.52028129,69.39703889,Minor issue,Medium
124,91,96.91183509,8.859935788,2,0.602193086,14,17.82259056,8.664892959,linen,satin,raw,powerloom,825014,4702,51.0948213,WH-C,Priya,Evening,31.02871404,41.57599035,Looks fine,Low
205,196,69.25151041,1.980908005,2,1.094299407,12,21.79091014,11.06469863,polyester,twill,raw,handloom,193514,587,53.89941589,WH-A,John,Evening,31.60456814,39.95006221,OK,Low
284,,103.8549951,4.902752707,5,1.171093013,5,7.659412204,9.422021333,wool,plain,dyed,powerloom,259672,4332,21.51501321,WH-B,Suresh,Evening,23.93413991,59.91807908,Minor issue,High
348,148,61.67114873,9.678695557,5,0.933002268,10,37.95138659,11.96733816,silk,satin,raw,handloom,438878,3253,12.417028,WH-C,Anita,Morning,39.12090013,40.39895303,Minor issue,Low
305,199,30.073199,0.927101578,4,0.573734819,0,18.11233507,5.327289212,polyester,twill,dyed,handloom,686460,3580,15.44701366,WH-B,Priya,Morning,24.17624889,81.91646709,Minor issue,High
286,377,20.047228,8.763685096,4,0.814782219,13,16.05720451,5.176823936,silk,plain,printed,powerloom,836796,4951,6.764565469,WH-C,Ramesh,Morning,20.65274201,84.08809262,Looks fine,Low
222,236,93.53769722,2.500147142,3,0.230864148,4,15.01269887,7.715161243,polyester,plain,printed,handloom,867672,89,28.79153579,WH-C,Priya,Morning,28.67931926,66.79724039,Looks fine,High
235,123,45.49156833,7.735921241,3,0.373654441,4,22.23932845,8.28772735,silk,plain,printed,handloom,418901,4678,55.94178097,WH-B,Anita,Morning,20.58808065,31.12025319,OK,Medium
141,145,24.01072942,5.178460962,3,1.464553255,5,9.470939849,14.10474913,wool,twill,raw,powerloom,208101,577,24.68470062,WH-B,Suresh,Night,25.46420412,89.39366308,OK,Low
227,180,76.40579349,6.610206765,1,1.251050618,0,13.29032113,14.51968433,polyester,,raw,handloom,689776,1958,20.15338182,WH-B,Anita,Morning,44.18894666,72.43440455,OK,High
165,191,100.4298228,7.892951797,3,1.155423144,14,34.50182883,7.195795024,linen,twill,raw,powerloom,438196,3311,50.57525475,WH-A,Ramesh,Morning,21.07033532,42.87564896,Approved,Low
124,391,57.38393186,8.055851299,1,0.186204695,3,8.085199931,12.86709973,polyester,twill,raw,handloom,987514,4618,7.650472843,WH-C,Priya,Evening,28.98849145,45.3256711,Approved,Medium
90,347,29.49294652,8.594232492,3,1.45468824,11,15.78543026,4.048685267,linen,satin,dyed,handloom,878939,1941,58.28961373,WH-B,Suresh,Morning,42.2209678,80.15131799,Minor issue,Low
330,131,24.79251471,2.862494837,2,1.405349512,3,19.87413369,14.01291892,silk,plain,raw,handloom,937501,636,21.10048818,WH-C,Ramesh,Night,24.39184615,77.22387977,Looks fine,Medium
,174,19.64092308,5.390935851,1,1.243902805,2,28.24383303,11.08750717,polyester,,printed,handloom,622836,2849,49.03680409,WH-C,Suresh,Evening,20.13535457,82.507429,Recheck,Medium
281,,,5.07323333,1,0.30057326,9,9.93568074,11.80329044,,plain,dyed,handloom,786102,3293,56.57539127,WH-C,Priya,Morning,32.40166029,66.82610451,Minor issue,Medium
231,184,36.64671021,8.460067143,2,1.201978763,12,34.07634951,8.387352957,wool,satin,printed,powerloom,840585,343,51.84391395,WH-C,Priya,Morning,40.01032222,68.36719487,Looks fine,Low
128,,15.37157272,4.63989831,3,0.712648358,0,33.56673526,13.16670845,wool,twill,raw,powerloom,794412,3982,7.734449617,WH-A,Anita,Night,36.58429198,71.57914996,Approved,High
291,392,72.00772602,9.325709588,2,1.404948139,10,5.635904142,11.3247215,,twill,printed,handloom,660952,646,6.892480159,WH-A,Suresh,Night,30.6599996,35.68617061,Minor issue,Low
326,113,40.50506562,2.35403463,3,0.85513593,11,16.91360922,11.1213868,linen,twill,raw,powerloom,764565,1142,10.16991676,WH-B,Anita,Evening,28.54937035,72.63508889,Looks fine,Low
92,270,,3.490518658,5,1.465063942,0,18.73452489,4.354227939,silk,satin,printed,handloom,686119,2070,37.79555837,WH-A,Ramesh,Night,34.51634241,77.84379303,Looks fine,High
,292,114.2560336,6.925826846,5,0.644572937,14,23.97067623,7.024769063,silk,plain,raw,handloom,814740,3623,26.62405561,WH-C,Anita,Morning,42.65681397,77.0519077,Recheck,Medium
143,246,54.19921211,,1,1.000830655,1,7.179987791,4.306985932,silk,twill,printed,powerloom,229847,1287,30.91291425,WH-A,Priya,Morning,39.90724018,78.61729514,Minor issue,Medium
165,291,94.02279554,3.552001843,5,0.218945204,12,29.18490885,9.497300256,wool,satin,raw,handloom,360769,4246,51.15543823,WH-B,John,Night,39.0676507,88.92357204,Looks fine,Medium
310,161,84.98282133,9.918442281,2,0.779352029,4,36.76270771,6.90570739,linen,plain,printed,handloom,177818,3056,12.59793631,WH-C,Anita,Night,33.79376576,65.14501046,Approved,Medium
234,228,,7.870946014,3,0.549814854,0,27.45034095,9.719010256,wool,twill,raw,handloom,232163,3089,11.57390781,WH-A,Suresh,Evening,32.12678761,59.87019321,Minor issue,High
320,337,31.48201261,4.79415156,2,0.168468468,2,11.35446236,12.40148662,wool,satin,dyed,powerloom,710007,1822,6.536218937,WH-B,Priya,Night,37.99803293,61.44357863,Approved,Medium
143,,79.76159214,4.843486622,2,1.172400389,13,32.80813127,5.174336948,cotton,plain,printed,handloom,919438,4883,37.32744701,WH-C,Anita,Night,26.70996555,89.23740303,Minor issue,Low
313,234,48.91483435,,5,0.153623713,0,16.40615343,7.155692113,wool,twill,dyed,powerloom,929457,3998,44.88093004,WH-C,Ramesh,Night,42.4462726,49.02289576,Looks fine,High
270,125,76.85368458,7.950247845,1,1.499893759,3,12.66241148,4.695922769,cotton,satin,dyed,handloom,480399,4730,21.0332304,WH-B,Priya,Evening,37.99554509,72.30615832,Minor issue,Medium
232,331,68.84851387,8.954711037,1,0.897227726,7,25.65752113,13.85524091,silk,plain,printed,powerloom,677575,2390,40.21033242,WH-A,Priya,Evening,22.69129761,70.77371574,OK,Low
85,201,27.8873516,3.743620417,2,0.245410497,7,14.04389414,14.37624197,silk,twill,dyed,powerloom,444078,3796,20.91867757,WH-A,John,Morning,35.70379575,87.31954486,Minor issue,Low
324,252,91.7135984,1.554675776,3,0.75866083,9,16.97802958,4.60504784,wool,satin,printed,handloom,830468,3030,59.54999896,WH-C,Priya,Morning,32.13482877,61.76262702,Approved,High
180,319,38.15744276,3.928093674,2,0.589225709,10,30.31734392,10.55467046,linen,satin,printed,powerloom,570965,2706,12.90385153,WH-B,Ramesh,,31.40834139,75.75287216,Looks fine,Low
344,211,29.27092286,6.003413567,5,0.351774236,2,11.87050591,3.709927679,wool,satin,dyed,powerloom,784536,1592,39.50292834,WH-A,Suresh,Evening,42.47418503,89.78076982,OK,High
119,194,118.5853529,2.291686195,1,1.45357913,6,28.31238981,6.087181267,cotton,twill,raw,handloom,904565,501,19.67260587,WH-C,Ramesh,Morning,44.75996954,78.17224789,Looks fine,High
170,267,24.53184402,6.778520296,3,1.120770782,3,23.59492628,5.191765196,polyester,satin,printed,handloom,589636,462,32.87305149,WH-C,Anita,Night,34.76891903,37.72943052,OK,Medium
166,99,114.4742261,0.686944461,3,1.479612363,10,23.75961909,8.95601445,wool,twill,raw,handloom,615512,1833,31.81690553,WH-B,Suresh,Morning,21.25253953,89.47356257,Recheck,High
212,384,48.08435317,8.063987005,3,0.949145515,14,22.17969544,6.640630926,wool,satin,raw,powerloom,914488,1017,51.20639921,WH-C,Priya,Night,32.66110091,77.64828993,Minor issue,Low
344,195,16.40892771,8.574167286,2,0.256976258,10,6.078204691,14.79031748,wool,twill,dyed,handloom,425771,2585,57.00437266,WH-A,Ramesh,Evening,24.09762746,61.56512025,Minor issue,Low
117,240,107.6315579,6.679484796,3,0.217368972,9,9.989502543,7.308122143,polyester,twill,dyed,powerloom,544840,4134,5.001685898,WH-B,Suresh,Night,23.71627836,79.04455886,Minor issue,Medium
249,257,35.6279605,5.927354524,3,1.02845919,4,11.5240736,14.72857326,silk,twill,dyed,handloom,461845,4771,8.141011979,WH-B,Anita,Evening,38.14511229,67.56436807,OK,Medium
232,111,106.5572767,7.251173656,1,1.031992233,9,13.03214902,14.31848315,polyester,plain,printed,powerloom,295868,97,16.52845876,WH-A,Suresh,Evening,37.56902672,53.86081224,Looks fine,Low
166,384,50.68119222,1.795558472,1,0.181249836,5,31.90554093,6.907650913,silk,twill,dyed,powerloom,419474,3424,35.37502331,WH-A,Ramesh,Night,29.79067291,57.14832223,Looks fine,Medium
258,,25.80460012,5.258522796,2,0.922311005,13,17.46813581,3.052264464,wool,twill,dyed,powerloom,699419,2013,27.59312776,WH-B,Ramesh,Evening,36.25502313,84.77534993,OK,Low
140,104,74.54907508,4.384237627,2,1.261332312,14,22.2970487,6.51432126,silk,plain,raw,powerloom,841903,3007,13.45739144,WH-B,Ramesh,Morning,37.44922015,64.68641352,Minor issue,Low
144,206,40.27600271,8.469660412,3,0.632155314,5,23.61611559,9.847561342,polyester,twill,printed,powerloom,365143,2695,33.15947178,WH-A,John,Night,40.16939932,59.09019127,Recheck,Low
339,385,94.83666561,6.792637988,5,0.324753019,12,34.97575072,4.939438494,wool,satin,printed,powerloom,659205,2663,57.41983587,WH-A,Ramesh,Evening,40.98479936,57.97668977,Recheck,Medium
259,233,,4.077677993,4,0.38094807,1,28.90917115,3.203551762,polyester,plain,dyed,powerloom,279470,3341,43.7416418,WH-C,Suresh,Night,37.6497845,73.49533097,Approved,High
130,334,42.66977677,6.751475333,2,1.419337004,2,12.39290501,4.095767563,linen,satin,raw,handloom,702911,4283,44.87484212,WH-C,Anita,Morning,22.16443134,39.60974489,Approved,Medium
191,153,22.56314006,0.618042963,4,0.373768097,2,20.09146189,11.04296565,polyester,plain,printed,handloom,887616,55,17.41332289,WH-B,Anita,Morning,44.82826927,74.23992835,Looks fine,High
222,237,69.45187204,3.614816779,5,1.01058586,3,25.21261726,12.1707194,polyester,twill,raw,powerloom,212956,4948,31.9718562,WH-C,Suresh,Morning,23.67689261,38.61738842,Minor issue,High
129,395,25.0602965,1.292550543,2,0.452221364,1,15.01151685,12.2098699,wool,twill,printed,powerloom,257160,948,56.70053968,WH-C,Ramesh,Evening,33.20095819,87.80746833,Looks fine,High
209,208,52.11403798,2.108221708,4,1.312802966,2,25.46159386,12.10073351,polyester,twill,printed,handloom,823077,3280,37.61822561,WH-B,Anita,Night,31.42814669,33.85777612,OK,High
345,217,114.762697,6.891858656,1,0.912168775,1,26.2184914,4.893262341,wool,plain,raw,powerloom,568092,318,56.10453946,WH-C,Suresh,Morning,33.64047243,60.86540064,Minor issue,High
319,279,116.6709424,2.266037438,4,0.701721901,10,37.87925361,12.61643229,polyester,,printed,powerloom,894486,3419,10.51498999,WH-A,John,Evening,22.94067945,60.41134337,Looks fine,High
120,305,80.67443524,0.681732102,4,1.092490598,9,7.946429699,9.000732095,polyester,twill,dyed,handloom,466979,4359,55.33594114,WH-A,Anita,Morning,37.89936099,80.29325586,Recheck,Medium
98,,88.83639532,8.320978166,5,0.877493817,4,12.88109344,8.325404279,linen,satin,printed,handloom,784316,880,43.57381721,WH-B,Priya,Morning,31.18871978,61.01726296,OK,High
195,221,101.7579749,3.394048737,5,1.211498066,14,6.710427119,8.593097935,silk,satin,printed,handloom,829948,1106,10.24958233,WH-A,Ramesh,Evening,25.29677752,68.16834293,Minor issue,Medium
136,226,24.76836569,6.61955451,3,1.275691562,7,38.81232015,11.8796713,silk,plain,printed,handloom,325788,1199,49.85313421,WH-A,Priya,Morning,24.42899322,76.85043839,Looks fine,Low
140,336,,5.110046723,5,0.282718297,6,36.93765171,6.911796789,cotton,satin,raw,powerloom,678023,3165,49.14913313,WH-A,Ramesh,Morning,38.99722436,37.13771876,Minor issue,Medium
125,,82.9971682,4.72511933,4,1.225954959,13,30.40298066,8.772390206,cotton,twill,dyed,handloom,789372,1302,45.32282044,WH-C,John,Morning,24.13282021,51.77948939,Minor issue,Low
308,172,37.96490359,9.312748328,2,0.834381507,5,17.78481873,3.146896904,silk,twill,printed,powerloom,146307,978,7.558648012,WH-B,Ramesh,Morning,30.39573423,75.55597483,Recheck,Low
298,334,47.81821381,9.789286188,4,1.191196452,3,25.02307548,11.10523569,silk,plain,printed,handloom,157703,1138,12.05568688,WH-C,Ramesh,Night,32.93468277,81.37888347,OK,Medium
320,242,43.15705615,8.667980603,4,0.704255075,13,38.35519184,8.130489524,polyester,twill,raw,handloom,885939,3468,44.29083368,WH-B,John,Evening,21.10502908,76.02808321,Minor issue,Low
135,206,23.98467655,9.274438824,1,1.194516208,11,32.52393157,4.007418508,cotton,satin,raw,handloom,893126,2290,13.35202536,WH-C,Anita,Evening,23.28881475,32.59482328,Approved,Low
163,193,57.94142492,7.24733123,4,0.400078421,2,6.411823734,6.489181545,cotton,twill,raw,handloom,733992,1441,38.38511173,WH-B,Anita,Night,38.59764059,81.95386348,Looks fine,Medium
207,230,80.35687826,4.617208749,1,1.226675588,2,9.868999199,9.245245027,polyester,satin,printed,handloom,387184,773,10.5723938,WH-B,John,Night,22.09369876,57.87863472,OK,High
235,264,45.98965237,9.339583157,2,0.914718339,10,22.47786564,10.000686,wool,twill,printed,handloom,536851,558,56.62353939,WH-C,Suresh,Morning,40.75143588,89.58053847,Looks fine,Low
115,269,20.70806093,4.869339446,5,1.202250238,1,8.935065457,8.659121973,linen,twill,raw,handloom,448208,4115,44.19609813,WH-C,Priya,Night,30.6919161,84.80598363,Approved,High
287,123,30.71971633,,1,0.522528227,11,39.69793838,4.46816884,wool,plain,raw,powerloom,110826,870,33.40813365,WH-B,Priya,Night,34.58258693,74.31528253,OK,Low
306,236,42.63065377,6.284721215,3,0.624392961,2,18.95606049,8.777116589,silk,twill,dyed,powerloom,448306,2077,55.61132698,WH-B,Ramesh,Morning,29.19639044,56.19606609,OK,High
220,358,87.07464657,0.804646132,1,1.074155292,8,22.82172449,9.839684165,linen,plain,printed,powerloom,905007,3534,56.49748163,WH-B,Suresh,Night,42.11575192,58.2821526,Approved,Medium
247,292,97.64952555,6.324270822,5,1.251506007,5,17.87067319,10.76888503,linen,twill,raw,handloom,563636,3707,28.76214686,WH-A,Suresh,Morning,32.42686721,66.41719097,OK,High
273,187,21.48698657,5.876279429,4,0.478139808,10,32.54814661,14.68382971,linen,twill,raw,handloom,202896,2077,52.42267364,WH-C,Priya,Night,44.89927257,52.8151241,OK,Low
199,365,72.69511229,3.655221784,5,0.36205388,1,11.47417608,8.598783116,linen,twill,raw,handloom,541223,178,30.02642536,WH-C,Ramesh,Evening,39.69846309,52.13213462,Looks fine,High
259,361,30.26996712,5.440345039,5,0.540386304,3,24.96498062,9.85676354,cotton,twill,dyed,handloom,577949,3518,58.85818631,WH-B,Priya,Night,29.91427687,56.44555143,OK,High
245,350,,7.872222996,4,1.243663678,7,26.54623272,5.422140226,polyester,twill,dyed,handloom,941500,4245,30.78411785,WH-A,Anita,Night,24.88887791,52.27643078,Recheck,Medium
329,334,76.98669168,4.501658736,3,0.259324477,10,19.52470499,10.08095053,silk,twill,dyed,handloom,130424,1656,35.09531816,WH-B,Ramesh,Evening,28.94573139,42.78525938,Looks fine,Medium
213,150,25.67730316,3.196112301,1,0.229436343,6,27.52693038,4.44444389,polyester,satin,printed,handloom,697919,658,37.99267857,WH-C,Priya,Morning,40.75314226,47.8018104,Minor issue,Low
205,190,52.35002925,,1,0.966195967,3,11.56836765,10.96125255,cotton,twill,printed,handloom,957694,900,54.20089814,WH-B,Ramesh,Night,33.7971323,39.68188823,Looks fine,Medium
88,339,63.94424007,9.55318895,4,0.799837153,10,28.99413423,10.96963079,polyester,,raw,powerloom,258103,3018,54.69133287,WH-B,Anita,Evening,30.60000425,59.86751266,Looks fine,Low
169,365,70.14740082,3.216755223,5,1.473287883,13,37.51307743,9.429824383,wool,satin,printed,powerloom,132346,857,47.13143118,WH-C,Ramesh,Evening,30.8508154,44.58193608,Recheck,High
213,325,24.03478185,8.606350174,1,0.389709784,8,14.75883607,14.50331285,polyester,twill,printed,handloom,179654,3187,34.99853586,WH-C,Suresh,Morning,28.03082324,39.94673761,OK,Low
244,177,,5.625542062,2,0.730941106,0,28.34892454,9.122788946,wool,plain,dyed,handloom,262108,297,14.6854657,WH-B,Ramesh,Morning,37.65202431,66.87746505,OK,Medium
135,352,96.65958747,9.311010073,3,1.133510123,1,15.83634453,14.34960907,wool,satin,dyed,powerloom,305031,2848,10.2445542,WH-B,Priya,Evening,30.42897111,80.15832518,Recheck,High
307,188,48.61004625,7.679570042,2,0.203280786,9,11.206152,13.9635567,cotton,satin,printed,handloom,780079,1639,14.89547427,WH-B,Suresh,Morning,34.5435528,78.93181242,Minor issue,Low
316,162,87.26382227,7.096758241,5,0.445969419,4,35.90398207,14.59627246,polyester,plain,raw,powerloom,754336,3215,47.15660535,WH-B,John,Night,20.99010044,89.32922703,Recheck,High
234,166,101.5938384,3.594852431,3,1.322961753,9,9.539237468,3.493480997,polyester,satin,raw,powerloom,540938,3752,37.68059598,WH-A,John,Morning,37.5588124,52.45884941,Approved,Medium
210,135,29.31561257,5.826678449,3,0.756878762,12,30.84776702,14.61262145,polyester,satin,printed,handloom,283114,2078,38.80994066,WH-A,Anita,Evening,36.95300337,52.61998197,Looks fine,Low
110,277,71.82073856,1.553835749,3,0.82649526,1,14.37516393,5.919618755,linen,plain,raw,powerloom,148220,1222,35.68282167,WH-C,Suresh,Night,23.77855117,36.35521656,Recheck,High
133,144,,3.908564893,1,0.691494801,5,34.46566085,11.36340263,wool,plain,dyed,powerloom,199706,582,32.96563964,WH-A,Anita,Evening,44.38289624,32.95258748,Looks fine,Low
121,117,115.0237052,6.446298375,1,1.100678443,6,33.06339071,3.348044428,linen,plain,printed,powerloom,490542,1433,19.21353458,WH-C,Priya,Night,44.62426513,83.63679874,Minor issue,Medium
138,132,18.08755797,5.720931676,2,1.371689067,3,34.78380897,9.533722438,cotton,plain,raw,powerloom,579829,4579,21.08893333,WH-B,Anita,Morning,40.9938185,71.61685091,OK,Medium
155,180,64.29365725,0.573907112,1,0.987442378,12,8.869198648,8.362752161,polyester,satin,printed,powerloom,887408,2180,24.54123283,WH-A,Anita,Morning,28.47540165,33.32855681,Recheck,Low
222,387,118.7919344,7.153880116,2,0.401378199,13,13.77983449,5.505478397,polyester,twill,raw,handloom,295612,3894,32.24935413,WH-B,Suresh,Night,38.49900609,32.60978803,Looks fine,Low
85,216,86.81571963,,3,1.349610172,1,26.72097898,12.40329309,wool,plain,printed,powerloom,175535,3701,22.45497454,WH-B,Priya,Morning,36.74655014,31.66192987,OK,High
282,153,25.95187284,2.22775975,3,1.230526424,1,6.996261047,13.75263375,wool,satin,printed,powerloom,595021,3775,51.10768514,WH-B,Priya,Evening,29.73842932,67.46181083,Recheck,High
,306,119.2119147,7.279263063,2,0.241004563,7,19.99342555,11.63202752,linen,satin,printed,handloom,395366,3490,17.62581635,WH-C,Priya,Morning,30.94011626,69.05234616,Approved,Medium
93,,15.69253521,9.368198881,3,0.935514955,7,8.222752882,5.137332954,silk,,dyed,handloom,308006,3135,12.82492926,WH-C,Ramesh,Morning,33.46188887,48.2111593,Looks fine,Low
97,177,116.3690524,3.420999878,1,0.721479108,11,30.0388131,5.989148049,silk,plain,dyed,handloom,519484,670,57.0350478,WH-C,John,Morning,29.32395114,89.25690866,Minor issue,Medium
223,365,45.9098419,5.756590305,1,0.359045033,7,27.57495997,5.606138639,polyester,plain,printed,powerloom,950946,4181,20.81778526,WH-C,Suresh,Evening,40.84924706,39.45586716,Approved,Low
277,205,44.87564931,2.938573622,1,0.866901466,1,38.80018837,5.265918192,linen,twill,printed,handloom,368931,3866,50.33839859,WH-B,John,Night,37.44871291,69.90609976,Approved,High
124,322,116.8737215,6.126884337,1,1.386356298,13,13.32233836,3.489114094,silk,satin,raw,handloom,573708,1978,49.43103004,WH-A,John,Morning,35.83786894,61.64725518,Minor issue,Low
167,339,94.21603197,5.290287367,1,0.919093161,13,7.917179963,8.144948844,polyester,satin,raw,powerloom,273943,4657,23.81516822,WH-C,Suresh,Evening,24.74983628,66.07945345,Looks fine,Low
100,126,21.66193093,4.654418947,3,0.156841122,10,29.08794735,8.622587568,cotton,plain,raw,powerloom,524414,3065,46.02487348,WH-C,Ramesh,Night,39.58455789,31.62042292,Looks fine,Low
167,255,94.13318191,6.374902684,2,0.866372911,4,26.93253234,13.39135946,silk,plain,raw,powerloom,812585,1762,39.89637394,WH-A,Suresh,Night,43.68571068,77.50704387,Looks fine,High
,176,74.17892176,3.714473752,3,0.280130469,2,14.70646879,3.572442729,silk,plain,raw,handloom,354060,801,19.38330357,WH-C,Suresh,Morning,41.96450852,31.64981807,Recheck,High
,355,46.04172302,9.205450299,3,0.62759676,11,20.61070634,10.61603162,polyester,plain,dyed,handloom,845020,3692,32.80978064,WH-A,Suresh,Night,20.55551016,63.35308193,Looks fine,Low
104,234,45.79833372,6.254002775,1,0.982979622,7,23.39189733,6.553077603,silk,satin,printed,handloom,112964,4128,36.04737943,WH-A,Anita,Night,41.14039981,67.04110406,OK,Low
327,193,32.51492678,4.710518452,5,0.724148409,5,37.94390339,4.093743936,wool,satin,dyed,powerloom,598058,2300,54.85456831,WH-A,Ramesh,Evening,31.7694169,42.08114749,Approved,High
290,,61.50360872,1.734332643,4,0.648032667,6,28.05971502,4.586641975,silk,twill,raw,handloom,888206,2094,59.31688978,WH-C,Ramesh,Evening,33.66502478,79.68375257,Minor issue,High
